Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Delta,Time
FUTU,41.41,Call,45,2023-07-21,38,1.27,1.29,1.31,1.3,661,273,2.42,47.93%,0.333696,"12:26 ET"
TTD,77.29,Put,72,2023-06-16,3,0.11,0.11,0.12,0.1,1093,451,2.42,51.95%,-0.070252,"13:21 ET"
TSLA,259.44,Call,500,2023-07-21,38,0.29,0.3,0.3,0.29,545,226,2.41,85.54%,0.012715,"14:04 ET"
XP,20.53,Call,22,2023-07-21,38,0.65,0.68,0.7,0.65,14577,6067,2.4,44.34%,0.353669,"14:03 ET"
NFLX,435.87,Call,455,2023-06-16,3,1.63,1.67,1.71,1.65,4105,1716,2.39,50.14%,0.161613,"14:04 ET"
SOFI,9.48,Call,9.5,2023-06-16,3,0.35,0.36,0.36,0.35,31122,13041,2.39,112.42%,0.490936,"14:05 ET"
ORCL,117.68,Call,128,2023-06-23,10,0.19,0.21,0.23,0.25,634,266,2.38,33.61%,0.073401,"13:36 ET"
TSLA,259.44,Put,255,2023-08-18,66,21.45,21.5,21.55,21.6,1006,424,2.37,55.68%,-0.41993,"14:03 ET"
ADBE,476.39,Call,640,2023-06-16,3,0.43,0.5,0.57,0.47,867,367,2.36,153.48%,0.020177,"13:54 ET"
ALDX,10.35,Call,15,2023-07-21,38,0.3,0.35,0.4,0.3,1437,609,2.36,106.03%,0.181666,"13:02 ET"
NIO,8.85,Put,9,2023-06-23,10,0.47,0.48,0.48,0.47,975,415,2.35,69.92%,-0.520236,"13:56 ET"
F,14.14,Put,14,2023-07-07,24,0.34,0.35,0.35,0.35,1128,481,2.35,28.59%,-0.43426,"14:02 ET"
ADBE,476.39,Call,610,2023-06-16,3,0.8,0.88,0.96,0.96,727,312,2.33,148.82%,0.03895,"13:19 ET"
UPST,36.59,Put,30,2023-06-23,10,0.39,0.41,0.43,0.4,1037,446,2.33,104.03%,-0.120942,"14:01 ET"
C,49.06,Put,48.5,2023-06-23,10,0.54,0.55,0.56,0.54,1062,455,2.33,24.03%,-0.386135,"13:45 ET"
CSIQ,36.66,Put,34,2023-06-16,3,0.1,0.13,0.15,0.13,1066,457,2.33,68.09%,-0.115114,"14:03 ET"
PTON,9.6,Put,9.5,2023-06-16,3,0.34,0.35,0.35,0.35,1104,473,2.33,111.24%,-0.451667,"14:03 ET"
CAT,246.18,Call,255,2023-06-16,3,0.71,0.76,0.8,0.74,720,310,2.32,38.49%,0.164931,"14:00 ET"
AI,43.73,Call,50,2023-06-30,17,2.2,2.28,2.35,2.3,1371,592,2.32,128.83%,0.337176,"14:04 ET"
NFLX,435.87,Call,450,2023-06-16,3,2.36,2.41,2.45,2.4,16846,7264,2.32,48.81%,0.221756,"14:04 ET"
TSLA,259.44,Call,300,2023-06-23,10,1.36,1.37,1.37,1.36,20791,8943,2.32,67.84%,0.103037,"14:04 ET"
TSLA,259.44,Call,255,2023-07-28,45,23.35,23.55,23.75,23.9,881,381,2.31,58.67%,0.578027,"14:01 ET"
RIVN,15.36,Call,15,2023-06-23,10,1.01,1.02,1.03,1.02,2827,1223,2.31,82.39%,0.596844,"14:03 ET"
PLTR,15.99,Put,15.5,2023-06-16,3,0.34,0.35,0.35,0.35,12929,5591,2.31,91.40%,-0.36909,"14:05 ET"
U,38.54,Call,40,2023-06-16,3,0.59,0.61,0.62,0.6,17933,7775,2.31,91.88%,0.307467,"14:03 ET"
NFLX,435.87,Put,405,2023-06-23,10,1.66,1.68,1.7,1.8,541,235,2.3,37.93%,-0.121532,"13:39 ET"
PLAY,46.38,Put,30,2024-01-19,220,0.85,0.9,0.95,1,721,314,2.3,52.35%,-0.086787,"12:55 ET"
RIVN,15.36,Call,18,2023-06-23,10,0.23,0.24,0.25,0.23,1275,555,2.3,97.29%,0.183567,"14:03 ET"
MRVL,62.9,Call,63.5,2023-06-16,3,0.91,0.93,0.95,0.92,2786,1210,2.3,54.18%,0.420806,"13:56 ET"
BABA,87.71,Call,105,2023-06-23,10,0.16,0.17,0.17,0.18,1687,737,2.29,61.83%,0.046164,"13:13 ET"
RCL,95.37,Put,90,2023-07-21,38,2.17,2.2,2.23,2.2,1698,743,2.29,38.54%,-0.280708,"13:51 ET"
AI,43.73,Put,38,2023-06-16,3,0.5,0.55,0.6,0.55,1903,835,2.28,145.94%,-0.170933,"14:04 ET"
ANET,168.08,Call,170,2023-06-23,10,3.1,3.2,3.3,3.3,527,232,2.27,37.33%,0.441658,"13:18 ET"
MSFT,333.98,Put,335,2023-06-23,10,5.05,5.07,5.1,5.02,899,396,2.27,21.05%,-0.523225,"14:04 ET"
IBM,137.77,Put,134,2023-06-23,10,0.39,0.43,0.46,0.41,1353,599,2.26,18.52%,-0.177137,"13:03 ET"
GME,27.31,Call,30.5,2023-06-16,3,0.33,0.4,0.46,0.33,2299,1022,2.25,146.40%,0.181375,"14:04 ET"
OXY,59.52,Call,62,2023-06-30,17,0.4,0.43,0.45,0.42,1359,607,2.24,24.74%,0.232712,"13:43 ET"
AMD,129.1,Call,139,2023-06-16,3,0.6,0.62,0.64,0.61,3567,1592,2.24,78.65%,0.136011,"14:04 ET"
NVDA,408.26,Put,390,2023-06-16,3,1.58,1.61,1.63,1.6,15022,6718,2.24,49.86%,-0.161446,"14:05 ET"
XPEV,10.22,Put,10.5,2023-06-23,10,0.68,0.69,0.7,0.7,818,367,2.23,83.04%,-0.542334,"13:52 ET"
ORCL,117.68,Call,126,2023-06-16,3,0.15,0.16,0.16,0.15,1478,663,2.23,48.73%,0.06682,"14:02 ET"
AI,43.73,Call,38.5,2023-06-16,3,4.6,4.75,4.9,4.98,2822,1265,2.23,133.85%,0.820553,"14:02 ET"
BNTX,115.33,Call,115,2023-07-21,38,6.1,6.5,6.9,6.6,590,266,2.22,39.73%,0.562822,"13:41 ET"
SCHW,54.85,Put,52,2023-06-23,10,0.31,0.32,0.32,0.31,911,410,2.22,35.06%,-0.176143,"14:03 ET"
CCL,15.26,Call,14,2023-07-07,24,1.82,1.85,1.87,1.86,1735,783,2.22,73.08%,0.715286,"14:03 ET"
DKNG,26.25,Put,17.5,2023-09-15,94,0.29,0.3,0.31,0.34,4063,1839,2.21,62.02%,-0.072315,"12:10 ET"
AMZN,126.52,Put,120,2023-06-23,10,0.53,0.54,0.54,0.53,4803,2170,2.21,31.73%,-0.150539,"14:03 ET"
STT,74.63,Put,62.5,2024-01-19,220,3,3.1,3.2,3.2,517,235,2.2,38.55%,-0.215721,"11:06 ET"
NFLX,435.87,Call,435,2023-06-30,17,13.95,14.08,14.2,14.58,866,394,2.2,37.10%,0.520783,"14:01 ET"
AMZN,126.52,Call,127,2023-06-23,10,2.37,2.39,2.4,2.37,5409,2460,2.2,31.02%,0.482129,"14:04 ET"
AMZN,126.52,Put,126,2023-06-16,3,1.42,1.43,1.44,1.43,11154,5072,2.2,35.67%,-0.453785,"14:04 ET"
BIDU,143.8,Call,145,2023-06-23,10,4.2,4.25,4.3,4.2,649,296,2.19,48.82%,0.484207,"13:56 ET"
TSLA,259.44,Put,225,2023-07-14,31,4.4,4.48,4.55,4.48,938,428,2.19,57.70%,-0.176602,"14:03 ET"
ADBE,476.39,Call,550,2023-06-16,3,3.05,3.15,3.25,3.3,2020,923,2.19,128.70%,0.120784,"14:01 ET"
PLTR,15.99,Call,16.5,2023-06-30,17,0.83,0.84,0.85,0.85,797,365,2.18,80.47%,0.451492,"14:04 ET"
SMCI,242.4,Call,245,2023-06-23,10,10.7,10.9,11.1,11.89,825,378,2.18,77.01%,0.486436,"13:51 ET"
MU,68.24,Call,69,2023-06-16,3,0.65,0.66,0.67,0.63,6299,2887,2.18,41.38%,0.379027,"14:03 ET"
BYND,14.36,Call,11,2023-07-21,38,3.35,3.45,3.55,3.43,524,241,2.17,73.90%,0.885188,"13:43 ET"
TSLA,259.44,Put,280,2023-06-16,3,22.6,22.7,22.8,22.75,759,350,2.17,76.51%,-0.870582,"14:03 ET"
SQ,66.1,Call,68,2023-06-23,10,1.2,1.21,1.23,1.22,1068,493,2.17,48.42%,0.356737,"14:04 ET"
NIO,8.85,Put,8.5,2023-06-23,10,0.22,0.23,0.23,0.24,2271,1045,2.17,67.87%,-0.324769,"13:51 ET"
TLRY,1.725,Put,2.5,2023-07-21,38,0.64,0.88,1.11,0.85,15869,7313,2.17,120.39%,-0.784294,"12:37 ET"
ORCL,117.68,Call,124,2023-06-23,10,0.49,0.53,0.56,0.55,18511,8545,2.17,31.36%,0.171833,"14:01 ET"
AVGO,850.11,Call,860,2023-06-16,3,7.8,8.15,8.5,8.22,763,353,2.16,40.64%,0.383305,"14:03 ET"
ADBE,476.39,Call,600,2023-06-16,3,1,1.08,1.16,1.09,2298,1063,2.16,144.10%,0.0447,"13:59 ET"
COMM,4.69,Call,6,2024-01-19,220,0.6,0.65,0.7,0.6,1105,514,2.15,66.78%,0.438281,"12:43 ET"
AMD,129.1,Put,120,2023-06-16,3,0.42,0.43,0.44,0.44,35891,16674,2.15,63.29%,-0.118871,"14:04 ET"
CROX,115.78,Call,175,2023-09-15,94,0.9,1,1.1,1.05,500,234,2.14,52.06%,0.083292,"11:34 ET"
JD,38.12,Call,38.5,2023-06-16,3,0.56,0.58,0.59,0.58,1407,659,2.14,54.32%,0.430983,"13:46 ET"
NVAX,8.23,Call,9,2023-06-16,3,0.18,0.19,0.2,0.2,1421,665,2.14,163.50%,0.285135,"14:04 ET"
AI,43.73,Call,52,2023-06-16,3,0.35,0.38,0.4,0.4,1706,798,2.14,176.78%,0.125732,"14:04 ET"
GME,27.31,Call,26,2023-06-23,10,1.72,1.78,1.84,1.72,2276,1065,2.14,72.94%,0.624481,"14:04 ET"
AMZN,126.52,Call,129,2023-06-16,3,0.76,0.77,0.78,0.79,15996,7461,2.14,38.32%,0.286127,"14:04 ET"
F,14.14,Put,15,2024-06-21,374,2.28,2.3,2.32,2.33,533,250,2.13,28.91%,-0.521675,"13:00 ET"
UPST,36.59,Call,37,2023-06-16,3,1.4,1.43,1.46,1.44,2111,989,2.13,139.58%,0.450051,"14:04 ET"
TSLA,259.44,Call,265,2023-06-23,10,7,7.03,7.05,7.05,7744,3628,2.13,57.34%,0.417719,"14:04 ET"
ERJ,16.52,Call,17.5,2023-10-20,129,1.05,1.13,1.2,1.1,734,346,2.12,34.91%,0.469442,"11:44 ET"
AMD,129.1,Put,124,2023-06-23,10,2.33,2.36,2.39,2.28,1210,571,2.12,50.06%,-0.325228,"14:01 ET"
CVNA,23.94,Put,22,2023-06-16,3,1.09,1.11,1.12,1.12,4330,2039,2.12,218.72%,-0.327233,"14:04 ET"
AMD,129.1,Call,138,2023-06-23,10,1.58,1.61,1.64,1.84,501,237,2.11,57.35%,0.236369,"13:58 ET"
M,16.32,Call,16.5,2023-06-23,10,0.35,0.37,0.38,0.36,843,400,2.11,39.57%,0.458834,"13:58 ET"
SOFI,9.48,Put,8.5,2023-07-28,45,0.52,0.54,0.55,0.54,616,294,2.1,76.05%,-0.29445,"13:37 ET"
TSLA,259.44,Put,235,2023-06-30,17,3.55,3.58,3.6,3.6,1748,834,2.1,56.19%,-0.195558,"14:03 ET"
RIVN,15.36,Put,14.5,2023-06-16,3,0.21,0.22,0.22,0.21,4920,2339,2.1,98.33%,-0.246925,"14:04 ET"
PYPL,63.63,Call,64,2023-07-07,24,1.82,1.84,1.85,1.82,537,257,2.09,30.62%,0.487401,"14:05 ET"
STNG,44.01,Call,45,2023-07-21,38,2.15,2.2,2.25,2.2,955,458,2.09,45.28%,0.479123,"13:19 ET"
KC,6.78,Call,7.5,2024-01-19,220,1.4,1.48,1.55,1.35,1037,496,2.09,81.22%,0.576836,"13:11 ET"
SHOP,63.71,Call,70,2023-06-23,10,0.51,0.52,0.52,0.5,2859,1368,2.09,56.63%,0.168842,"14:03 ET"
MSFT,333.98,Call,337.5,2023-06-16,3,1.8,1.81,1.82,1.82,11348,5430,2.09,27.15%,0.338102,"14:04 ET"
NVDA,408.26,Call,425,2023-06-16,3,2.28,2.3,2.32,2.29,16395,7832,2.09,54.98%,0.205343,"14:04 ET"
GME,27.31,Call,30,2023-06-16,3,0.36,0.38,0.39,0.36,29517,14092,2.09,138.99%,0.202034,"14:05 ET"
AI,43.73,Put,37,2023-06-16,3,0.3,0.38,0.45,0.33,2008,965,2.08,140.73%,-0.117051,"13:52 ET"
CRWD,152.9,Call,150,2023-06-23,10,5.55,5.65,5.75,5.8,649,313,2.07,41.46%,0.617309,"12:56 ET"
AMZN,126.52,Call,129,2023-06-30,17,2.31,2.33,2.34,2.36,1347,650,2.07,30.63%,0.403866,"13:56 ET"
NVDA,408.26,Put,360,2023-08-18,66,9.45,9.52,9.6,9.35,1491,721,2.07,42.87%,-0.20835,"13:38 ET"
NFLX,435.87,Call,440,2023-06-23,10,8.5,8.6,8.7,8.75,2013,976,2.06,37.85%,0.439882,"14:02 ET"
INTC,33.69,Put,33,2023-07-21,38,1.13,1.13,1.14,1.15,5637,2732,2.06,34.16%,-0.401742,"14:01 ET"
ORCL,117.68,Call,120,2023-06-30,17,1.81,1.88,1.94,1.9,1011,494,2.05,27.32%,0.397894,"14:02 ET"
WISH,7.99,Call,7.5,2023-06-16,3,0.56,0.58,0.59,0.56,1012,493,2.05,105.51%,0.737273,"14:03 ET"
AI,43.73,Put,35.5,2023-06-16,3,0.15,0.2,0.25,0.22,1327,650,2.04,151.57%,-0.078463,"14:03 ET"
PDD,77.47,Put,75,2023-06-23,10,1.46,1.48,1.51,1.52,544,268,2.03,50.88%,-0.330717,"13:46 ET"
GOLD,16.82,Put,16.5,2023-06-30,17,0.21,0.22,0.23,0.22,1002,494,2.03,25.11%,-0.348109,"14:04 ET"
TSLA,259.44,Put,246.67,2023-06-16,3,1.83,1.84,1.85,1.85,4849,2390,2.03,65.38%,-0.208035,"14:04 ET"
TSLA,259.44,Call,260,2023-06-30,17,11.9,11.95,12,11.95,5230,2580,2.03,56.06%,0.510313,"14:04 ET"
SQ,66.1,Put,64,2023-06-16,3,0.63,0.64,0.65,0.6,2251,1114,2.02,56.99%,-0.29194,"14:00 ET"
AMZN,126.52,Call,127,2023-06-16,3,1.45,1.46,1.46,1.46,23060,11420,2.02,37.89%,0.453589,"14:04 ET"
ORCL,117.68,Call,130,2023-09-15,94,2.57,2.61,2.65,2.6,4131,2057,2.01,26.81%,0.280123,"14:01 ET"
CAT,246.18,Put,240,2023-06-16,3,0.78,0.82,0.86,0.85,595,297,2,34.27%,-0.196972,"14:04 ET"
ASAN,24.95,Call,26,2023-06-16,3,0.4,0.43,0.45,0.41,2308,1154,2,94.45%,0.312871,"14:00 ET"
GME,27.31,Call,29,2023-06-16,3,0.44,0.48,0.51,0.47,2506,1255,2,127.29%,0.264887,"14:05 ET"
AMD,129.1,Call,129,2023-06-23,10,4,4.08,4.15,4,2588,1292,2,51.01%,0.492204,"14:03 ET"
NFLX,435.87,Call,430,2023-06-16,3,9.25,9.45,9.65,9.38,6445,3220,2,43.86%,0.612521,"14:05 ET"
NVDA,408.26,Call,430,2023-06-16,3,1.56,1.58,1.6,1.55,25191,12589,2,56.13%,0.150409,"14:03 ET"
CNQ,56.55,Call,60,2023-07-21,38,0.55,0.6,0.65,0.62,522,262,1.99,24.92%,0.240306,"13:02 ET"
BCLI,2.85,Put,3,2023-07-21,38,0.35,0.4,0.45,0.45,560,282,1.99,103.77%,-0.481485,"13:33 ET"
AI,43.73,Call,43,2023-06-23,10,3.3,3.35,3.4,3.44,782,392,1.99,122.89%,0.529548,"14:04 ET"
GOOGL,123.89,Put,117,2023-06-30,17,0.58,0.59,0.59,0.55,1040,523,1.99,26.98%,-0.152371,"13:20 ET"
BYND,14.36,Call,13,2023-06-23,10,1.85,1.91,1.96,1.77,536,271,1.98,137.31%,0.690019,"13:25 ET"
PLUG,10.89,Call,11,2023-06-23,10,0.63,0.65,0.66,0.65,3138,1582,1.98,98.63%,0.504688,"14:03 ET"
SOFI,9.48,Call,12,2023-06-23,10,0.11,0.11,0.12,0.11,3143,1590,1.98,118.23%,0.129374,"13:59 ET"
NFLX,435.87,Call,465,2023-06-16,3,0.83,0.84,0.84,0.83,3243,1636,1.98,53.86%,0.086672,"14:05 ET"
NVDA,408.26,Call,435,2023-06-16,3,1.07,1.09,1.1,1.09,12284,6200,1.98,57.43%,0.108965,"14:04 ET"
SQ,66.1,Call,80,2023-07-21,38,0.55,0.56,0.57,0.56,2780,1410,1.97,47.42%,0.120505,"14:04 ET"
DG,160.07,Call,162.5,2023-06-16,3,0.55,0.6,0.65,0.65,704,359,1.96,27.54%,0.269555,"14:04 ET"
U,38.54,Call,55,2023-11-17,157,2.54,2.59,2.64,2.59,1416,721,1.96,68.51%,0.296425,"14:03 ET"
ORCL,117.68,Call,120,2023-08-18,66,3.95,4.03,4.1,4,2753,1402,1.96,23.19%,0.472134,"13:56 ET"
NVDA,408.26,Put,377.5,2023-06-16,3,0.42,0.44,0.45,0.44,5205,2650,1.96,52.71%,-0.052673,"14:04 ET"
JPM,142.36,Call,210,2024-09-20,465,0.58,0.68,0.77,0.65,557,285,1.95,18.81%,0.054536,"13:11 ET"
MRNA,128,Call,127,2023-06-16,3,2.91,3.03,3.15,2.92,919,471,1.95,51.75%,0.575838,"14:01 ET"
ORCL,117.68,Put,110,2023-06-23,10,0.23,0.24,0.24,0.25,1073,551,1.95,30.87%,-0.08369,"13:57 ET"
NAVI,19.23,Call,25,2024-12-20,556,1.4,1.45,1.5,1.46,777,400,1.94,33.28%,0.337586,"12:37 ET"
HAL,33.23,Call,33.5,2023-06-16,3,0.45,0.46,0.48,0.51,818,422,1.94,49.69%,0.432041,"13:25 ET"
MRTX,38.1,Call,40,2023-06-16,3,0.45,0.68,0.9,0.5,1078,557,1.94,90.77%,0.272264,"13:03 ET"
QS,7.61,Call,8,2023-06-16,3,0.18,0.19,0.2,0.18,4582,2358,1.94,127.53%,0.332275,"14:03 ET"
META,271.3,Call,330,2023-07-28,45,1.96,2.05,2.13,2.15,520,270,1.93,42.42%,0.111448,"13:03 ET"
WFC,42.69,Put,43,2023-06-16,3,0.68,0.69,0.7,0.65,702,364,1.93,31.88%,-0.606961,"13:47 ET"
OPEN,2.94,Call,3.5,2023-08-18,66,0.39,0.42,0.44,0.43,753,390,1.93,127.03%,0.47587,"13:19 ET"
NVDA,408.26,Put,325,2023-07-14,31,0.82,0.85,0.87,0.91,901,467,1.93,45.85%,-0.037052,"12:43 ET"
AVGO,850.11,Put,820,2023-06-16,3,1.7,1.85,2,1.9,1373,710,1.93,36.26%,-0.133108,"14:03 ET"
AI,43.73,Call,39.5,2023-06-16,3,3.9,4,4.1,4,1940,1005,1.93,134.20%,0.759481,"14:03 ET"
NVDA,408.26,Put,395,2023-06-23,10,5.8,5.85,5.9,5.78,2059,1067,1.93,41.85%,-0.311133,"14:02 ET"
ORCL,117.68,Put,110,2023-09-15,94,2.87,2.91,2.94,2.84,2118,1096,1.93,27.79%,-0.268262,"13:40 ET"
SOFI,9.48,Put,10,2023-06-16,3,0.76,0.77,0.78,0.74,943,492,1.92,120.96%,-0.685378,"13:50 ET"
NFLX,435.87,Put,415,2023-06-16,3,0.96,0.98,0.99,0.99,2059,1073,1.92,43.33%,-0.116657,"14:05 ET"
TSLA,259.44,Put,265,2023-06-16,3,10.2,10.27,10.35,10.03,2454,1275,1.92,68.09%,-0.647852,"14:00 ET"
RIVN,15.36,Call,16.5,2023-06-16,3,0.23,0.24,0.25,0.24,3565,1856,1.92,115.00%,0.261081,"14:04 ET"
ADBE,476.39,Call,550,2023-06-23,10,4.8,4.88,4.95,4.95,566,297,1.91,80.44%,0.157804,"14:00 ET"
NOW,551.95,Put,520,2023-06-16,3,0.45,0.53,0.6,0.4,620,324,1.91,42.18%,-0.057365,"13:03 ET"
LAZR,7.36,Call,7.5,2023-06-23,10,0.4,0.42,0.43,0.39,1451,760,1.91,97.90%,0.487687,"14:00 ET"
TSLA,259.44,Put,245,2023-06-30,17,6.25,6.3,6.35,6.25,1755,917,1.91,55.06%,-0.301071,"14:03 ET"
TSLA,259.44,Put,235,2023-06-23,10,1.84,1.86,1.87,1.85,4845,2534,1.91,56.72%,-0.142889,"14:03 ET"
AMD,129.1,Call,127,2023-06-16,3,3.6,3.7,3.8,3.65,6426,3367,1.91,65.26%,0.574983,"14:04 ET"
CVNA,23.94,Call,22,2023-06-16,3,2.61,2.67,2.73,2.66,10515,5519,1.91,214.33%,0.674735,"14:03 ET"
CRM,209.66,Put,200,2023-06-30,17,1.79,1.83,1.86,1.84,711,375,1.9,30.68%,-0.223305,"13:56 ET"
AI,43.73,Call,44,2023-06-23,10,2.9,3,3.1,3,791,417,1.9,125.58%,0.486569,"14:04 ET"
DOCN,46.53,Call,55,2023-07-21,38,0.8,0.85,0.9,0.85,1203,633,1.9,53.91%,0.202686,"14:05 ET"
META,271.3,Put,272.5,2023-06-16,3,4.6,4.65,4.7,4.65,4370,2304,1.9,36.39%,-0.581801,"14:05 ET"
NVDA,408.26,Call,465,2023-06-23,10,1.15,1.16,1.17,1.15,562,297,1.89,53.23%,0.074176,"14:04 ET"
MRVL,62.9,Put,61,2023-06-23,10,0.96,0.98,1,1,707,374,1.89,43.44%,-0.325914,"13:10 ET"
U,38.54,Put,38,2023-06-16,3,1,1.03,1.06,0.9,772,408,1.89,82.65%,-0.453977,"14:02 ET"
INTC,33.69,Put,34,2023-06-16,3,0.74,0.75,0.76,0.75,1488,789,1.89,46.25%,-0.585686,"14:04 ET"
OSTK,21.14,Call,22.5,2023-07-21,38,1.1,1.2,1.3,1.21,536,285,1.88,63.44%,0.42759,"13:49 ET"
DIS,94.37,Call,100,2023-07-14,31,0.7,0.71,0.72,0.76,626,333,1.88,22.57%,0.209123,"13:54 ET"
NVDA,408.26,Call,400,2023-06-23,10,15.65,15.75,15.85,16.3,9279,4923,1.88,42.92%,0.620917,"14:00 ET"
AMD,129.1,Call,130,2023-06-16,3,2.42,2.44,2.45,2.43,73209,38843,1.88,69.63%,0.425096,"14:04 ET"
BBY,77.24,Call,80,2023-12-15,185,5.3,5.35,5.4,5.35,628,335,1.87,29.45%,0.476004,"14:04 ET"
CCL,15.26,Put,15.5,2023-06-16,3,0.49,0.5,0.51,0.5,1038,554,1.87,65.91%,-0.592634,"13:55 ET"
AMZN,126.52,Put,127,2023-06-16,3,1.95,1.96,1.98,1.96,6781,3621,1.87,35.99%,-0.550798,"14:04 ET"
IOT,30.67,Call,35,2023-10-20,129,2.95,3.03,3.1,3.1,1360,732,1.86,63.06%,0.445877,"14:03 ET"
ATVI,80.96,Call,82,2023-06-16,3,0.36,0.41,0.45,0.4,3135,1682,1.86,27.56%,0.311499,"13:52 ET"
AMD,129.1,Call,133,2023-06-16,3,1.53,1.56,1.59,1.5,14806,7978,1.86,72.85%,0.300425,"14:04 ET"
NET,68.35,Call,72,2023-06-16,3,0.64,0.67,0.7,0.87,571,309,1.85,82.31%,0.234199,"13:34 ET"
META,271.3,Call,272.5,2023-06-23,10,4.8,4.85,4.9,4.85,3225,1742,1.85,31.60%,0.462673,"14:04 ET"
AI,43.73,Call,38,2023-06-16,3,5,5.1,5.2,5.23,4734,2561,1.85,128.16%,0.856666,"14:02 ET"
NVDA,408.26,Put,385,2023-06-16,3,0.95,0.96,0.97,0.98,13435,7257,1.85,50.73%,-0.105097,"14:04 ET"
INTC,33.69,Call,34,2023-06-16,3,0.43,0.44,0.44,0.42,31997,17306,1.85,48.07%,0.418091,"14:04 ET"
TSLA,259.44,Put,250,2023-07-07,24,10.7,10.8,10.9,10.9,862,468,1.84,57.79%,-0.377194,"14:03 ET"
DIS,94.37,Put,45,2025-06-20,738,0.59,0.76,0.92,0.8,952,518,1.84,36.92%,-0.033876,"14:02 ET"
FCEL,2.77,Call,3,2023-06-30,17,0.15,0.16,0.16,0.16,1054,574,1.84,102.65%,0.408848,"13:37 ET"
ORCL,117.68,Call,125,2023-07-21,38,1.25,1.29,1.33,1.22,4889,2657,1.84,23.89%,0.247895,"13:57 ET"
AMZN,126.52,Put,127,2023-07-07,24,3.75,3.8,3.85,3.71,513,280,1.83,28.30%,-0.500265,"12:16 ET"
BILL,118.25,Call,125,2023-08-18,66,10.4,10.5,10.6,10.63,677,370,1.83,65.50%,0.482099,"14:00 ET"
TSLA,259.44,Call,285,2023-06-30,17,4.65,4.7,4.75,4.72,1552,847,1.83,60.30%,0.250584,"14:03 ET"
ORCL,117.68,Call,117,2023-06-16,3,1.99,2.06,2.12,2.13,4870,2665,1.83,38.16%,0.585484,"14:04 ET"
TSLA,259.44,Call,270,2023-06-16,3,2.53,2.55,2.56,2.55,62355,34069,1.83,71.61%,0.259943,"14:05 ET"
RIG,5.88,Put,6,2023-07-14,31,0.41,0.43,0.44,0.41,624,343,1.82,51.79%,-0.517263,"12:20 ET"
GOOG,124.54,Put,122,2023-06-30,17,1.54,1.55,1.55,1.45,657,361,1.82,25.19%,-0.336233,"12:57 ET"
RLX,1.825,Call,2,2023-07-21,38,0.05,0.08,0.1,0.1,1026,565,1.82,69.26%,0.392202,"10:47 ET"
PLTR,15.99,Call,16,2023-07-28,45,1.5,1.52,1.53,1.52,1184,652,1.82,68.97%,0.54594,"14:03 ET"
SMCI,242.4,Call,260,2023-06-16,3,2.5,2.53,2.55,2.55,1293,712,1.82,97.51%,0.217682,"14:04 ET"
SOFI,9.48,Put,9,2023-07-21,38,0.66,0.67,0.68,0.65,5380,2950,1.82,74.95%,-0.370776,"14:00 ET"
RIVN,15.36,Call,16,2023-06-16,3,0.33,0.35,0.36,0.36,9785,5388,1.82,111.58%,0.35996,"14:02 ET"
FSLR,197.05,Call,220,2023-06-23,10,0.5,0.53,0.57,0.54,883,488,1.81,46.41%,0.081034,"14:03 ET"
AMD,129.1,Call,139,2023-06-23,10,1.43,1.46,1.48,1.45,924,510,1.81,57.95%,0.216258,"14:02 ET"
FANG,132.12,Call,140,2023-12-15,185,10,10.1,10.2,10.2,1130,623,1.81,37.52%,0.445768,"14:02 ET"
TSLA,259.44,Call,260,2023-07-14,31,16.5,16.63,16.75,16.65,1468,809,1.81,56.35%,0.527628,"14:04 ET"
META,271.3,Call,275,2023-06-23,10,3.8,3.83,3.85,3.9,1930,1067,1.81,31.56%,0.394066,"14:04 ET"
MSFT,333.98,Call,335,2023-06-23,10,4.45,4.48,4.5,4.52,4080,2256,1.81,22.00%,0.481684,"14:04 ET"
CRM,209.66,Put,210,2023-06-30,17,5.25,5.33,5.4,5.32,537,298,1.8,29.13%,-0.493429,"13:54 ET"
SOFI,9.48,Put,9.5,2023-06-16,3,0.43,0.44,0.44,0.44,4020,2238,1.8,117.91%,-0.507019,"14:03 ET"
NVDA,408.26,Call,415,2023-06-16,3,4.65,4.68,4.7,4.7,23180,12888,1.8,53.27%,0.36031,"14:05 ET"
AI,43.73,Call,38,2023-06-23,10,5.9,6,6.1,6.5,989,551,1.79,114.96%,0.762814,"13:57 ET"
AMD,129.1,Call,128,2023-06-23,10,4.55,4.57,4.6,4.55,2790,1555,1.79,51.89%,0.529036,"14:04 ET"
AAPL,183.01,Call,192.5,2023-06-23,10,0.13,0.14,0.14,0.13,5897,3291,1.79,18.50%,0.055239,"13:52 ET"
TGT,128.9,Call,145,2023-07-14,31,0.43,0.47,0.51,0.48,570,320,1.78,29.33%,0.095902,"14:01 ET"
MRNA,128,Call,129,2023-06-16,3,2.08,2.14,2.19,2.08,584,328,1.78,54.84%,0.447826,"13:58 ET"
CCJ,31.56,Put,32,2023-06-16,3,0.72,0.75,0.78,0.76,617,347,1.78,45.31%,-0.62018,"14:04 ET"
UPST,36.59,Put,33,2023-06-16,3,0.44,0.45,0.47,0.46,1687,948,1.78,123.78%,-0.194221,"14:05 ET"
